VTX, IDX, s_attribute_0.x, s_attribute_0.y, s_attribute_1.x, s_attribute_1.y, s_attribute_1.z, s_attribute_1.w, s_attribute_2.x, s_attribute_2.y, s_attribute_2.z, s_attribute_2.w, s_attribute_3.x, s_attribute_3.y, s_attribute_3.z, s_attribute_3.w
2078, 39536, -7.20927, -20.41792,  2.97266, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2079, 39510, -6.85216, -20.56668,  3.04688, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2080, 39497, -6.6865, -20.16635,  3.04688, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2081, 39536, -7.20927, -20.41792,  2.97266, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2082, 39536, -7.20927, -20.41792,  2.97266, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2083, 39523, -7.04362, -20.01759,  2.97266, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2084, 39560, -7.56639, -20.26915,  2.89844, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2085, 39550, -7.40074, -19.86882,  2.89844, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2086, 39560, -7.56639, -20.26915,  2.89844, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2087, 39523, -7.04362, -20.01759,  2.97266, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2088, 39548, -7.37493, -20.81825,  2.97266, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2089, 39510, -6.85216, -20.56668,  3.04688, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2090, 39536, -7.20927, -20.41792,  2.97266, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2091, 39548, -7.37493, -20.81825,  2.97266, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2092, 39536, -7.20927, -20.41792,  2.97266, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2093, 39569, -7.73205, -20.66949,  2.89844, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2094, 39569, -7.73205, -20.66949,  2.89844, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2095, 39536, -7.20927, -20.41792,  2.97266, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2096, 39560, -7.56639, -20.26915,  2.89844, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2097, 39522, -7.01781, -20.96702,  3.04688, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2098, 39510, -6.85216, -20.56668,  3.04688, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2099, 39548, -7.37493, -20.81825,  2.97266, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2100, 39560, -7.56639, -20.26915,  2.89844, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2101, 39582, -7.92351, -20.12039,  2.82422, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2102, 39590, -8.08916, -20.52072,  2.82422, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2103, 39569, -7.73205, -20.66949,  2.89844, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2104, 39560, -7.56639, -20.26915,  2.89844, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2105, 39590, -8.08916, -20.52072,  2.82422, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2106, 39550, -7.40074, -19.86882,  2.89844, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2107, 39582, -7.92351, -20.12039,  2.82422, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2108, 39560, -7.56639, -20.26915,  2.89844, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2109, 39537, -7.23509, -19.46849,  2.89844, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2110, 39572, -7.75786, -19.72006,  2.82422, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2111, 39550, -7.40074, -19.86882,  2.89844, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2112, 39572, -7.75786, -19.72006,  2.82422, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2113, 39582, -7.92351, -20.12039,  2.82422, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2114, 39550, -7.40074, -19.86882,  2.89844, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2115, 39548, -7.37493, -20.81825,  2.97266, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2116, 39569, -7.73205, -20.66949,  2.89844, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2117, 39579, -7.8977, -21.06982,  2.89844, -0.44873,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2118, 39569, -7.73205, -20.66949,  2.89844, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2119, 39590, -8.08916, -20.52072,  2.82422, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2120, 39598, -8.25482, -20.92106,  2.82422, -0.44873,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2121, 39579, -7.8977, -21.06982,  2.89844, -0.44873,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2122, 39569, -7.73205, -20.66949,  2.89844, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2123, 39598, -8.25482, -20.92106,  2.82422, -0.44873,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2124, 39320, -4.5696, -20.10951,  3.41602, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94678, -0.3208,  0.00068, -1.00
2125, 39345, -4.92672, -19.96074,  3.34375, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2126, 39362, -5.09237, -20.36107,  3.34375, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2127, 39333, -4.76107, -19.56041,  3.34375, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94385, -0.32983,  0.00067, -1.00
2128, 39345, -4.92672, -19.96074,  3.34375, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2129, 39320, -4.5696, -20.10951,  3.41602, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94678, -0.3208,  0.00068, -1.00
2130, 39333, -4.76107, -19.56041,  3.34375, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94385, -0.32983,  0.00067, -1.00
2131, 39378, -5.28384, -19.81198,  3.26953, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2132, 39345, -4.92672, -19.96074,  3.34375, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2133, 39345, -4.92672, -19.96074,  3.34375, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2134, 39378, -5.28384, -19.81198,  3.26953, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2135, 39392, -5.44949, -20.21231,  3.26953, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2136, 39362, -5.09237, -20.36107,  3.34375, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2137, 39345, -4.92672, -19.96074,  3.34375, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2138, 39392, -5.44949, -20.21231,  3.26953, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2139, 39362, -5.09237, -20.36107,  3.34375, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2140, 39392, -5.44949, -20.21231,  3.26953, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2141, 39406, -5.61515, -20.61264,  3.26953, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2142, 39333, -4.76107, -19.56041,  3.34375, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94385, -0.32983,  0.00067, -1.00
2143, 39364, -5.11819, -19.41164,  3.26953, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2144, 39378, -5.28384, -19.81198,  3.26953, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2145, 39350, -4.95254, -19.01131,  3.26953, -1.02637,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94385, -0.32983,  0.00067, -1.00
2146, 39364, -5.11819, -19.41164,  3.26953, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2147, 39333, -4.76107, -19.56041,  3.34375, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94385, -0.32983,  0.00067, -1.00
2148, 39392, -5.44949, -20.21231,  3.26953, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2149, 39378, -5.28384, -19.81198,  3.26953, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2150, 39421, -5.80661, -20.06355,  3.19531, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2151, 39378, -5.28384, -19.81198,  3.26953, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2152, 39407, -5.64096, -19.66321,  3.19531, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2153, 39421, -5.80661, -20.06355,  3.19531, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2154, 39364, -5.11819, -19.41164,  3.26953, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2155, 39407, -5.64096, -19.66321,  3.19531, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2156, 39378, -5.28384, -19.81198,  3.26953, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2157, 39392, -5.44949, -20.21231,  3.26953, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2158, 39435, -5.97226, -20.46388,  3.19531, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2159, 39406, -5.61515, -20.61264,  3.26953, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2160, 39392, -5.44949, -20.21231,  3.26953, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2161, 39421, -5.80661, -20.06355,  3.19531, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2162, 39435, -5.97226, -20.46388,  3.19531, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2163, 39277, -3.9952, -21.7568,  3.63867, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.94385, -0.32983,  0.00067, -1.00
2164, 39303, -4.35232, -21.60803,  3.56445, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2165, 39317, -4.51797, -22.00837,  3.56445, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2166, 39293, -4.18667, -21.2077,  3.56445, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.94385, -0.32983,  0.00067, -1.00
2167, 39303, -4.35232, -21.60803,  3.56445, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2168, 39277, -3.9952, -21.7568,  3.63867, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.94385, -0.32983,  0.00067, -1.00
2169, 39293, -4.18667, -21.2077,  3.56445, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.94385, -0.32983,  0.00067, -1.00
2170, 39329, -4.70944, -21.45927,  3.49023, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2171, 39303, -4.35232, -21.60803,  3.56445, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2172, 39303, -4.35232, -21.60803,  3.56445, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2173, 39341, -4.87509, -21.8596,  3.49023, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2174, 39317, -4.51797, -22.00837,  3.56445, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2175, 39303, -4.35232, -21.60803,  3.56445, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2176, 39329, -4.70944, -21.45927,  3.49023, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2177, 39341, -4.87509, -21.8596,  3.49023, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2178, 39326, -4.68362, -22.4087,  3.56445, -0.44849,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2179, 39317, -4.51797, -22.00837,  3.56445, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2180, 39356, -5.04074, -22.25994,  3.49023, -0.44849,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2181, 39317, -4.51797, -22.00837,  3.56445, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2182, 39341, -4.87509, -21.8596,  3.49023, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2183, 39356, -5.04074, -22.25994,  3.49023, -0.44849,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2184, 39293, -4.18667, -21.2077,  3.56445, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.94385, -0.32983,  0.00067, -1.00
2185, 39318, -4.54379, -21.05894,  3.49023, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2186, 39329, -4.70944, -21.45927,  3.49023, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2187, 39372, -5.23221, -21.71084,  3.41602, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2188, 39329, -4.70944, -21.45927,  3.49023, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2189, 39358, -5.06656, -21.3105,  3.41602, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2190, 39329, -4.70944, -21.45927,  3.49023, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2191, 39372, -5.23221, -21.71084,  3.41602, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2192, 39341, -4.87509, -21.8596,  3.49023, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2193, 39329, -4.70944, -21.45927,  3.49023, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2194, 39318, -4.54379, -21.05894,  3.49023, -0.69629,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2195, 39358, -5.06656, -21.3105,  3.41602, -0.61377,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2196, 39341, -4.87509, -21.8596,  3.49023, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2197, 39372, -5.23221, -21.71084,  3.41602, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2198, 39384, -5.39786, -22.11117,  3.41602, -0.44873,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2199, 39356, -5.04074, -22.25994,  3.49023, -0.44849,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2200, 39341, -4.87509, -21.8596,  3.49023, -0.53125,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2201, 39384, -5.39786, -22.11117,  3.41602, -0.44873,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2202, 39472, -6.38101, -18.41625,  2.97266, -1.02637,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2203, 39484, -6.54667, -18.81659,  2.97266, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2204, 39439, -6.02389, -18.56502,  3.04688, -1.02637,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2205, 39472, -6.38101, -18.41625,  2.97266, -1.02637,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2206, 39513, -6.90379, -18.66782,  2.89844, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2207, 39484, -6.54667, -18.81659,  2.97266, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2208, 39501, -6.73813, -18.26749,  2.89844, -1.02637,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2209, 39513, -6.90379, -18.66782,  2.89844, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2210, 39472, -6.38101, -18.41625,  2.97266, -1.02637,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2211, 39484, -6.54667, -18.81659,  2.97266, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2212, 39513, -6.90379, -18.66782,  2.89844, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2213, 39527, -7.06944, -19.06816,  2.89844, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2214, 39513, -6.90379, -18.66782,  2.89844, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2215, 39539, -7.26091, -18.51906,  2.82422, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2216, 39552, -7.42656, -18.91939,  2.82422, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2217, 39513, -6.90379, -18.66782,  2.89844, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2218, 39552, -7.42656, -18.91939,  2.82422, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2219, 39527, -7.06944, -19.06816,  2.89844, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2220, 39501, -6.73813, -18.26749,  2.89844, -1.02637,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2221, 39539, -7.26091, -18.51906,  2.82422, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2222, 39513, -6.90379, -18.66782,  2.89844, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2223, 39486, -6.57248, -17.86716,  2.89844, -1.1084,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2224, 39528, -7.09525, -18.11872,  2.82422, -1.02637,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2225, 39501, -6.73813, -18.26749,  2.89844, -1.02637,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2226, 39528, -7.09525, -18.11872,  2.82422, -1.02637,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2227, 39539, -7.26091, -18.51906,  2.82422, -0.94385,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2228, 39501, -6.73813, -18.26749,  2.89844, -1.02637,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2229, 39527, -7.06944, -19.06816,  2.89844, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2230, 39552, -7.42656, -18.91939,  2.82422, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2231, 39561, -7.59221, -19.31973,  2.82422, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2232, 39537, -7.23509, -19.46849,  2.89844, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2233, 39527, -7.06944, -19.06816,  2.89844, -0.86133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
2234, 39561, -7.59221, -19.31973,  2.82422, -0.77881,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92285, -0.38428,  0.00067, -1.00
2235, 39528, -7.09525, -18.11872,  2.82422, -1.02637,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.92285, -0.38428,  0.00067, -1.00
