VTX, IDX, s_attribute_0.x, s_attribute_0.y, s_attribute_1.x, s_attribute_1.y, s_attribute_1.z, s_attribute_1.w, s_attribute_2.x, s_attribute_2.y, s_attribute_2.z, s_attribute_2.w, s_attribute_3.x, s_attribute_3.y, s_attribute_3.z, s_attribute_3.w
0, 39340, -4.86298, -7.99246, -0.47144, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
1, 39352, -4.95504, -7.46637, -0.47144, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
2, 39386, -5.41143, -7.72941, -0.34668, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
3, 39386, -5.41143, -7.72941, -0.34668, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
4, 39352, -4.95504, -7.46637, -0.47144, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
5, 39396, -5.5035, -7.20333, -0.34668, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
6, 39352, -4.95504, -7.46637, -0.47144, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
7, 39357, -5.04711, -6.94029, -0.47144, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
8, 39396, -5.5035, -7.20333, -0.34668, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
9, 39386, -5.41143, -7.72941, -0.34668, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
10, 39396, -5.5035, -7.20333, -0.34668, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
11, 39434, -5.95988, -7.46637, -0.22205, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
12, 39426, -5.86782, -7.99246, -0.22205, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
13, 39386, -5.41143, -7.72941, -0.34668, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
14, 39434, -5.95988, -7.46637, -0.22205, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
15, 39434, -5.95988, -7.46637, -0.22205, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
16, 39396, -5.5035, -7.20333, -0.34668, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
17, 39443, -6.05195, -6.94029, -0.22205, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
18, 39396, -5.5035, -7.20333, -0.34668, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
19, 39357, -5.04711, -6.94029, -0.47144, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
20, 39400, -5.54953, -6.94029, -0.34668, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
21, 39396, -5.5035, -7.20333, -0.34668, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
22, 39400, -5.54953, -6.94029, -0.34668, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
23, 39443, -6.05195, -6.94029, -0.22205, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
24, 39434, -5.95988, -7.46637, -0.22205, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
25, 39443, -6.05195, -6.94029, -0.22205, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
26, 39482, -6.50834, -7.20333, -0.09735, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
27, 39474, -6.41627, -7.72942, -0.09735, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
28, 39426, -5.86782, -7.99246, -0.22205, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
29, 39434, -5.95988, -7.46637, -0.22205, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
30, 39474, -6.41627, -7.72942, -0.09735, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
31, 39434, -5.95988, -7.46637, -0.22205, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
32, 39482, -6.50834, -7.20333, -0.09735, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
33, 39465, -6.3242, -8.2555, -0.09735, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.99512, -0.09766,  0.00636, -1.00
34, 39426, -5.86782, -7.99246, -0.22205, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
35, 39474, -6.41627, -7.72942, -0.09735, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
36, 39419, -5.77575, -8.51854, -0.22205, -2.08789,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.51563, -0.99512, -0.09766,  0.00636, -1.00
37, 39426, -5.86782, -7.99246, -0.22205, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
38, 39465, -6.3242, -8.2555, -0.09735, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.99512, -0.09766,  0.00636, -1.00
39, 39482, -6.50834, -7.20333, -0.09735, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
40, 39443, -6.05195, -6.94029, -0.22205, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
41, 39485, -6.55437, -6.94029, -0.09735, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
42, 39517, -6.96472, -7.46637,  0.02731, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
43, 39474, -6.41627, -7.72942, -0.09735, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
44, 39482, -6.50834, -7.20333, -0.09735, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
45, 39482, -6.50834, -7.20333, -0.09735, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
46, 39485, -6.55437, -6.94029, -0.09735, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
47, 39525, -7.05679, -6.94029,  0.02731, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
48, 39517, -6.96472, -7.46637,  0.02731, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
49, 39482, -6.50834, -7.20333, -0.09735, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
50, 39525, -7.05679, -6.94029,  0.02731, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
51, 39285, -4.09424, -10.48378, -0.47144, -2.61328,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.64063, -0.98047, -0.19482,  0.00459, -1.00
52, 39297, -4.28911, -10.00406, -0.47144, -2.48438,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.60938, -0.98047, -0.19482,  0.00459, -1.00
53, 39327, -4.68444, -10.34194, -0.34668, -2.54883,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.625, -0.98047, -0.19482,  0.00459, -1.00
54, 39312, -4.48957, -10.82165, -0.34668, -2.67969,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.65625, -0.95654, -0.29004,  0.00156, -1.00
55, 39285, -4.09424, -10.48378, -0.47144, -2.61328,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.64063, -0.98047, -0.19482,  0.00459, -1.00
56, 39327, -4.68444, -10.34194, -0.34668, -2.54883,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.625, -0.98047, -0.19482,  0.00459, -1.00
57, 39327, -4.68444, -10.34194, -0.34668, -2.54883,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.625, -0.98047, -0.19482,  0.00459, -1.00
58, 39297, -4.28911, -10.00406, -0.47144, -2.48438,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.60938, -0.98047, -0.19482,  0.00459, -1.00
59, 39342, -4.87931, -9.86222, -0.34668, -2.41992,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.59375, -0.98047, -0.19482,  0.00459, -1.00
60, 39297, -4.28911, -10.00406, -0.47144, -2.48438,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.60938, -0.98047, -0.19482,  0.00459, -1.00
61, 39311, -4.48398, -9.52435, -0.47144, -2.35352,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.57813, -0.98047, -0.19434,  0.01176, -1.00
62, 39342, -4.87931, -9.86222, -0.34668, -2.41992,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.59375, -0.98047, -0.19482,  0.00459, -1.00
63, 39360, -5.07977, -10.67981, -0.22205, -2.61328,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.64063, -0.95654, -0.29004,  0.00156, -1.00
64, 39312, -4.48957, -10.82165, -0.34668, -2.67969,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.65625, -0.95654, -0.29004,  0.00156, -1.00
65, 39327, -4.68444, -10.34194, -0.34668, -2.54883,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.625, -0.98047, -0.19482,  0.00459, -1.00
66, 39360, -5.07977, -10.67981, -0.22205, -2.61328,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.64063, -0.95654, -0.29004,  0.00156, -1.00
67, 39327, -4.68444, -10.34194, -0.34668, -2.54883,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.625, -0.98047, -0.19482,  0.00459, -1.00
68, 39375, -5.27464, -10.2001, -0.22205, -2.48438,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.60938, -0.98047, -0.19482,  0.00459, -1.00
69, 39375, -5.27464, -10.2001, -0.22205, -2.48438,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.60938, -0.98047, -0.19482,  0.00459, -1.00
70, 39327, -4.68444, -10.34194, -0.34668, -2.54883,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.625, -0.98047, -0.19482,  0.00459, -1.00
71, 39342, -4.87931, -9.86222, -0.34668, -2.41992,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.59375, -0.98047, -0.19482,  0.00459, -1.00
72, 39360, -5.07977, -10.67981, -0.22205, -2.61328,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.64063, -0.95654, -0.29004,  0.00156, -1.00
73, 39351, -4.95375, -11.01392, -0.22205, -2.67969,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.65625, -0.92383, -0.38232,  0.0057, -1.00
74, 39312, -4.48957, -10.82165, -0.34668, -2.67969,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.65625, -0.95654, -0.29004,  0.00156, -1.00
75, 39342, -4.87931, -9.86222, -0.34668, -2.41992,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.59375, -0.98047, -0.19482,  0.00459, -1.00
76, 39311, -4.48398, -9.52435, -0.47144, -2.35352,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.57813, -0.98047, -0.19434,  0.01176, -1.00
77, 39359, -5.07417, -9.38251, -0.34668, -2.28906,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.5625, -0.98047, -0.19434,  0.01176, -1.00
78, 39375, -5.27464, -10.2001, -0.22205, -2.48438,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.60938, -0.98047, -0.19482,  0.00459, -1.00
79, 39342, -4.87931, -9.86222, -0.34668, -2.41992,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.59375, -0.98047, -0.19482,  0.00459, -1.00
80, 39393, -5.46951, -9.72038, -0.22205, -2.35352,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.57813, -0.98047, -0.19482,  0.00459, -1.00
81, 39342, -4.87931, -9.86222, -0.34668, -2.41992,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.59375, -0.98047, -0.19482,  0.00459, -1.00
82, 39359, -5.07417, -9.38251, -0.34668, -2.28906,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.5625, -0.98047, -0.19434,  0.01176, -1.00
83, 39393, -5.46951, -9.72038, -0.22205, -2.35352,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.57813, -0.98047, -0.19482,  0.00459, -1.00
84, 39311, -4.48398, -9.52435, -0.47144, -2.35352,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.57813, -0.98047, -0.19434,  0.01176, -1.00
85, 39325, -4.67884, -9.04463, -0.47144, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98877, -0.14624,  0.00908, -1.00
86, 39359, -5.07417, -9.38251, -0.34668, -2.28906,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.5625, -0.98047, -0.19434,  0.01176, -1.00
87, 39360, -5.07977, -10.67981, -0.22205, -2.61328,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.64063, -0.95654, -0.29004,  0.00156, -1.00
88, 39410, -5.66997, -10.53797, -0.09735, -2.54883,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.625, -0.95654, -0.29004,  0.00156, -1.00
89, 39399, -5.54395, -10.87208, -0.09735, -2.61328,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.64063, -0.92383, -0.38232,  0.0057, -1.00
90, 39360, -5.07977, -10.67981, -0.22205, -2.61328,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.64063, -0.95654, -0.29004,  0.00156, -1.00
91, 39375, -5.27464, -10.2001, -0.22205, -2.48438,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.60938, -0.98047, -0.19482,  0.00459, -1.00
92, 39410, -5.66997, -10.53797, -0.09735, -2.54883,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.625, -0.95654, -0.29004,  0.00156, -1.00
93, 39360, -5.07977, -10.67981, -0.22205, -2.61328,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.64063, -0.95654, -0.29004,  0.00156, -1.00
94, 39399, -5.54395, -10.87208, -0.09735, -2.61328,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.64063, -0.92383, -0.38232,  0.0057, -1.00
95, 39351, -4.95375, -11.01392, -0.22205, -2.67969,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.65625, -0.92383, -0.38232,  0.0057, -1.00
96, 39375, -5.27464, -10.2001, -0.22205, -2.48438,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.60938, -0.98047, -0.19482,  0.00459, -1.00
97, 39393, -5.46951, -9.72038, -0.22205, -2.35352,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.57813, -0.98047, -0.19482,  0.00459, -1.00
98, 39425, -5.86484, -10.05826, -0.09735, -2.41992,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.59375, -0.98047, -0.19482,  0.00459, -1.00
99, 39425, -5.86484, -10.05826, -0.09735, -2.41992,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.59375, -0.98047, -0.19482,  0.00459, -1.00
100, 39393, -5.46951, -9.72038, -0.22205, -2.35352,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.57813, -0.98047, -0.19482,  0.00459, -1.00
101, 39444, -6.05971, -9.57854, -0.09735, -2.28906,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.5625, -0.98047, -0.19482,  0.00459, -1.00
102, 39393, -5.46951, -9.72038, -0.22205, -2.35352,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.57813, -0.98047, -0.19482,  0.00459, -1.00
103, 39408, -5.66437, -9.24066, -0.22205, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
104, 39444, -6.05971, -9.57854, -0.09735, -2.28906,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.5625, -0.98047, -0.19482,  0.00459, -1.00
105, 39476, -6.45504, -9.91642,  0.02731, -2.35352,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.57813, -0.98047, -0.19482,  0.00459, -1.00
106, 39425, -5.86484, -10.05826, -0.09735, -2.41992,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.59375, -0.98047, -0.19482,  0.00459, -1.00
107, 39444, -6.05971, -9.57854, -0.09735, -2.28906,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.5625, -0.98047, -0.19482,  0.00459, -1.00
108, 39444, -6.05971, -9.57854, -0.09735, -2.28906,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.5625, -0.98047, -0.19482,  0.00459, -1.00
109, 39408, -5.66437, -9.24066, -0.22205, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
110, 39451, -6.15714, -9.33868, -0.09735, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
111, 39476, -6.45504, -9.91642,  0.02731, -2.35352,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.57813, -0.98047, -0.19482,  0.00459, -1.00
112, 39444, -6.05971, -9.57854, -0.09735, -2.28906,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.5625, -0.98047, -0.19482,  0.00459, -1.00
113, 39491, -6.6499, -9.4367,  0.02731, -2.22461,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.54688, -0.98047, -0.19482,  0.00459, -1.00
114, 39444, -6.05971, -9.57854, -0.09735, -2.28906,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.5625, -0.98047, -0.19482,  0.00459, -1.00
115, 39451, -6.15714, -9.33868, -0.09735, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
116, 39491, -6.6499, -9.4367,  0.02731, -2.22461,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.54688, -0.98047, -0.19482,  0.00459, -1.00
117, 39413, -5.72006, -8.87961, -0.22205, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.98047, -0.19434,  0.01176, -1.00
118, 39455, -6.21283, -8.97762, -0.09735, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.98047, -0.19434,  0.01176, -1.00
119, 39408, -5.66437, -9.24066, -0.22205, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
120, 39455, -6.21283, -8.97762, -0.09735, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.98047, -0.19434,  0.01176, -1.00
121, 39451, -6.15714, -9.33868, -0.09735, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
122, 39408, -5.66437, -9.24066, -0.22205, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
123, 39509, -6.85037, -10.25429,  0.15198, -2.41992,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.59375, -0.95654, -0.29004,  0.00156, -1.00
124, 39476, -6.45504, -9.91642,  0.02731, -2.35352,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.57813, -0.98047, -0.19482,  0.00459, -1.00
125, 39524, -7.04524, -9.77458,  0.15198, -2.28906,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.5625, -0.98047, -0.19482,  0.00459, -1.00
126, 39476, -6.45504, -9.91642,  0.02731, -2.35352,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.57813, -0.98047, -0.19482,  0.00459, -1.00
127, 39491, -6.6499, -9.4367,  0.02731, -2.22461,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.54688, -0.98047, -0.19482,  0.00459, -1.00
128, 39524, -7.04524, -9.77458,  0.15198, -2.28906,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.5625, -0.98047, -0.19482,  0.00459, -1.00
129, 39455, -6.21283, -8.97762, -0.09735, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.98047, -0.19434,  0.01176, -1.00
130, 39498, -6.70559, -9.07564,  0.02731, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.98047, -0.19434,  0.01176, -1.00
131, 39451, -6.15714, -9.33868, -0.09735, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
132, 39498, -6.70559, -9.07564,  0.02731, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.98047, -0.19434,  0.01176, -1.00
133, 39491, -6.6499, -9.4367,  0.02731, -2.22461,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.54688, -0.98047, -0.19482,  0.00459, -1.00
134, 39451, -6.15714, -9.33868, -0.09735, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
135, 39498, -6.70559, -9.07564,  0.02731, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.98047, -0.19434,  0.01176, -1.00
136, 39535, -7.19836, -9.17366,  0.15198, -2.15625,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.53125, -0.98047, -0.19482,  0.00459, -1.00
137, 39491, -6.6499, -9.4367,  0.02731, -2.22461,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.54688, -0.98047, -0.19482,  0.00459, -1.00
138, 39524, -7.04524, -9.77458,  0.15198, -2.28906,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.5625, -0.98047, -0.19482,  0.00459, -1.00
139, 39491, -6.6499, -9.4367,  0.02731, -2.22461,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.54688, -0.98047, -0.19482,  0.00459, -1.00
140, 39530, -7.14267, -9.53472,  0.15198, -2.22461,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.54688, -0.98047, -0.19482,  0.00459, -1.00
141, 39535, -7.19836, -9.17366,  0.15198, -2.15625,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.53125, -0.98047, -0.19482,  0.00459, -1.00
142, 39530, -7.14267, -9.53472,  0.15198, -2.22461,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.54688, -0.98047, -0.19482,  0.00459, -1.00
143, 39491, -6.6499, -9.4367,  0.02731, -2.22461,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.54688, -0.98047, -0.19482,  0.00459, -1.00
144, 39325, -4.67884, -9.04463, -0.47144, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98877, -0.14624,  0.00908, -1.00
145, 39334, -4.77091, -8.51854, -0.47144, -2.08789,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.51563, -0.99951,  0.00005,  0.0009, -1.00
146, 39371, -5.22729, -8.78159, -0.34668, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.99512, -0.09766,  0.00636, -1.00
147, 39359, -5.07417, -9.38251, -0.34668, -2.28906,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.5625, -0.98047, -0.19434,  0.01176, -1.00
148, 39325, -4.67884, -9.04463, -0.47144, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98877, -0.14624,  0.00908, -1.00
149, 39368, -5.17161, -9.14265, -0.34668, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
150, 39371, -5.22729, -8.78159, -0.34668, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.99512, -0.09766,  0.00636, -1.00
151, 39368, -5.17161, -9.14265, -0.34668, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
152, 39325, -4.67884, -9.04463, -0.47144, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98877, -0.14624,  0.00908, -1.00
153, 39371, -5.22729, -8.78159, -0.34668, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.99512, -0.09766,  0.00636, -1.00
154, 39334, -4.77091, -8.51854, -0.47144, -2.08789,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.51563, -0.99951,  0.00005,  0.0009, -1.00
155, 39381, -5.31936, -8.2555, -0.34668, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.99951,  0.00005,  0.0009, -1.00
156, 39334, -4.77091, -8.51854, -0.47144, -2.08789,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.51563, -0.99951,  0.00005,  0.0009, -1.00
157, 39340, -4.86298, -7.99246, -0.47144, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
158, 39381, -5.31936, -8.2555, -0.34668, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.99951,  0.00005,  0.0009, -1.00
